TotalPop,Hispanic,White,Black,Asian,STATE,COUNTY,TRACT,BLOCK,GEOID
0,0,0,0,0,36,005,000100,0002,360050001000002
171,75,8,87,0,36,005,000100,1000,360050001001000
367,110,17,234,1,36,005,000100,1002,360050001001002
1890,599,90,1175,26,36,005,000100,1003,360050001001003
0,0,0,0,0,36,005,000100,0001,360050001000001
1344,475,145,676,32,36,005,000100,1001,360050001001001
0,0,0,0,0,36,005,000200,0001,360050002000001
274,224,2,33,8,36,005,000200,1001,360050002001001
306,216,6,72,0,36,005,000200,1002,360050002001002
276,183,10,77,1,36,005,000200,1003,360050002001003
164,114,4,31,5,36,005,000200,1004,360050002001004
0,0,0,0,0,36,005,000200,1005,360050002001005
195,143,2,14,21,36,005,000200,2000,360050002002000
220,193,4,12,7,36,005,000200,2001,360050002002001
242,188,2,42,8,36,005,000200,2002,360050002002002
221,153,9,36,14,36,005,000200,2003,360050002002003
166,110,0,53,0,36,005,000200,2004,360050002002004
63,40,0,7,5,36,005,000200,2005,360050002002005
784,399,27,303,28,36,005,000200,2006,360050002002006
112,64,15,20,3,36,005,000200,2007,360050002002007
54,40,0,9,0,36,005,000200,2008,360050002002008
156,96,0,39,3,36,005,000200,3000,360050002003000
147,103,2,15,17,36,005,000200,3001,360050002003001
57,36,3,6,2,36,005,000200,3002,360050002003002
34,22,1,0,4,36,005,000200,3003,360050002003003
125,98,0,10,8,36,005,000200,3005,360050002003005
32,18,0,10,0,36,005,000200,3006,360050002003006
31,22,5,3,0,36,005,000200,3008,360050002003008
20,15,0,3,2,36,005,000200,3009,360050002003009
103,48,11,35,8,36,005,000200,3011,360050002003011
99,57,0,32,9,36,005,000200,3012,360050002003012
16,11,1,1,2,36,005,000200,3013,360050002003013
27,16,0,11,0,36,005,000200,3015,360050002003015
3,1,0,0,2,36,005,000200,3016,360050002003016
11,8,0,3,0,36,005,000200,3018,360050002003018
23,19,1,1,0,36,005,000200,3019,360050002003019
47,46,0,0,1,36,005,000200,3021,360050002003021
43,34,4,3,2,36,005,000200,3022,360050002003022
18,12,0,0,2,36,005,000200,3024,360050002003024
34,15,7,5,3,36,005,000200,3025,360050002003025
310,213,9,59,8,36,005,000200,1000,360050002001000
45,33,0,6,3,36,005,000200,3004,360050002003004
108,57,2,29,14,36,005,000200,3007,360050002003007
62,23,8,19,9,36,005,000200,3010,360050002003010
60,45,8,2,0,36,005,000200,3014,360050002003014
24,13,0,5,0,36,005,000200,3017,360050002003017
19,18,1,0,0,36,005,000200,3020,360050002003020
18,11,3,0,0,36,005,000200,3023,360050002003023
30,16,5,5,3,36,005,000200,3026,360050002003026
0,0,0,0,0,36,005,000400,0001,360050004000001
0,0,0,0,0,36,005,000400,0002,360050004000002
564,397,26,89,28,36,005,000400,1000,360050004001000
43,37,0,0,0,36,005,000400,1002,360050004001002
132,107,0,10,11,36,005,000400,1003,360050004001003
36,20,0,7,4,36,005,000400,2000,360050004002000
0,0,0,0,0,36,005,000400,2001,360050004002001
251,160,5,76,1,36,005,000400,2003,360050004002003
137,115,3,9,7,36,005,000400,2004,360050004002004
250,175,20,37,15,36,005,000400,2006,360050004002006
457,227,29,153,32,36,005,000400,3000,360050004003000
184,126,16,39,3,36,005,000400,3001,360050004003001
192,113,29,31,7,36,005,000400,3002,360050004003002
169,120,7,26,2,36,005,000400,3003,360050004003003
54,33,0,11,0,36,005,000400,3004,360050004003004
1029,528,44,417,16,36,005,000400,3005,360050004003005
54,30,0,16,2,36,005,000400,3006,360050004003006
169,97,7,60,2,36,005,000400,3007,360050004003007
576,322,8,228,10,36,005,000400,3008,360050004003008
100,73,0,21,2,36,005,000400,3009,360050004003009
111,67,2,38,0,36,005,000400,3010,360050004003010
245,185,3,48,0,36,005,000400,4000,360050004004000
170,88,4,65,3,36,005,000400,4001,360050004004001
108,50,2,24,27,36,005,000400,4002,360050004004002
174,107,0,59,4,36,005,000400,4004,360050004004004
0,0,0,0,0,36,005,000400,4005,360050004004005
279,202,2,41,13,36,005,000400,1001,360050004001001
29,18,0,2,0,36,005,000400,1004,360050004001004
587,452,19,54,37,36,005,000400,2002,360050004002002
172,123,12,31,4,36,005,000400,2005,360050004002005
0,0,0,0,0,36,005,000400,4003,360050004004003
2455,1298,27,1059,12,36,005,001600,1000,360050016001000
329,241,10,55,0,36,005,001600,2001,360050016002001
61,53,0,6,0,36,005,001600,2002,360050016002002
276,181,15,38,26,36,005,001600,2004,360050016002004
31,14,8,6,3,36,005,001600,2005,360050016002005
0,0,0,0,0,36,005,001600,4000,360050016004000
214,103,25,81,4,36,005,001600,4001,360050016004001
0,0,0,0,0,36,005,001600,4003,360050016004003
0,0,0,0,0,36,005,001600,4004,360050016004004
63,44,0,4,3,36,005,001600,4005,360050016004005
386,258,2,101,16,36,005,001600,4007,360050016004007
316,203,3,78,18,36,005,001600,4008,360050016004008
164,109,5,44,0,36,005,001600,4010,360050016004010
313,265,3,26,3,36,005,001600,2000,360050016002000
0,0,0,0,0,36,005,001600,2003,360050016002003
745,437,5,290,1,36,005,001600,3000,360050016003000
0,0,0,0,0,36,005,001600,4002,360050016004002
303,187,10,77,15,36,005,001600,4006,360050016004006
139,86,8,19,21,36,005,001600,4009,360050016004009
0,0,0,0,0,36,005,001901,1003,360050019011003
0,0,0,0,0,36,005,001901,1000,360050019011000
0,0,0,0,0,36,005,001901,1002,360050019011002
88,53,1,32,0,36,005,001901,1005,360050019011005
27,14,2,0,0,36,005,001901,1006,360050019011006
26,15,0,0,0,36,005,001901,1007,360050019011007
0,0,0,0,0,36,005,001901,1009,360050019011009
506,170,160,116,20,36,005,001901,1010,360050019011010
715,365,25,298,7,36,005,001901,1012,360050019011012
0,0,0,0,0,36,005,001901,1013,360050019011013
0,0,0,0,0,36,005,001901,1001,360050019011001
0,0,0,0,0,36,005,001901,1004,360050019011004
0,0,0,0,0,36,005,001901,1008,360050019011008
278,165,40,55,5,36,005,001901,1011,360050019011011
652,307,22,302,7,36,005,001901,1014,360050019011014
0,0,0,0,0,36,005,001902,1000,360050019021000
0,0,0,0,0,36,005,001902,1001,360050019021001
0,0,0,0,0,36,005,001902,1002,360050019021002
0,0,0,0,0,36,005,001902,1003,360050019021003
0,0,0,0,0,36,005,001902,1004,360050019021004
0,0,0,0,0,36,005,001902,1005,360050019021005
0,0,0,0,0,36,005,001902,1006,360050019021006
0,0,0,0,0,36,005,001902,1007,360050019021007
0,0,0,0,0,36,005,001902,1008,360050019021008
0,0,0,0,0,36,005,001902,1009,360050019021009
0,0,0,0,0,36,005,001902,1010,360050019021010
0,0,0,0,0,36,005,001902,1011,360050019021011
0,0,0,0,0,36,005,001902,1012,360050019021012
2,1,0,0,0,36,005,001902,1013,360050019021013
0,0,0,0,0,36,005,001902,1014,360050019021014
214,79,28,101,0,36,005,001902,1015,360050019021015
259,84,24,146,0,36,005,001902,1017,360050019021017
96,60,6,18,4,36,005,001902,1018,360050019021018
0,0,0,0,0,36,005,001902,1020,360050019021020
0,0,0,0,0,36,005,001902,1021,360050019021021
56,16,10,21,0,36,005,001902,1022,360050019021022
0,0,0,0,0,36,005,001902,1024,360050019021024
0,0,0,0,0,36,005,001902,1025,360050019021025
0,0,0,0,0,36,005,001902,1027,360050019021027
0,0,0,0,0,36,005,001902,1028,360050019021028
0,0,0,0,0,36,005,001902,1030,360050019021030
0,0,0,0,0,36,005,001902,1031,360050019021031
296,178,35,78,0,36,005,001902,1033,360050019021033
0,0,0,0,0,36,005,001902,1034,360050019021034
0,0,0,0,0,36,005,001902,1035,360050019021035
38,31,1,4,1,36,005,001902,1037,360050019021037
0,0,0,0,0,36,005,001902,1038,360050019021038
0,0,0,0,0,36,005,001902,1040,360050019021040
0,0,0,0,0,36,005,001902,1041,360050019021041
30,15,3,4,5,36,005,001902,1043,360050019021043
0,0,0,0,0,36,005,001902,1044,360050019021044
0,0,0,0,0,36,005,001902,1045,360050019021045
0,0,0,0,0,36,005,001902,1046,360050019021046
0,0,0,0,0,36,005,001902,1047,360050019021047
0,0,0,0,0,36,005,001902,1048,360050019021048
0,0,0,0,0,36,005,001902,1049,360050019021049
0,0,0,0,0,36,005,001902,1050,360050019021050
59,46,0,11,2,36,005,001902,1051,360050019021051
0,0,0,0,0,36,005,001902,1016,360050019021016
269,169,41,52,0,36,005,001902,1019,360050019021019
0,0,0,0,0,36,005,001902,1023,360050019021023
0,0,0,0,0,36,005,001902,1026,360050019021026
0,0,0,0,0,36,005,001902,1029,360050019021029
0,0,0,0,0,36,005,001902,1032,360050019021032
237,139,6,83,0,36,005,001902,1036,360050019021036
38,28,1,6,0,36,005,001902,1039,360050019021039
19,8,10,0,1,36,005,001902,1042,360050019021042
0,0,0,0,0,36,005,001903,1000,360050019031000
0,0,0,0,0,36,005,001903,1001,360050019031001
0,0,0,0,0,36,005,001903,1002,360050019031002
0,0,0,0,0,36,005,001903,1003,360050019031003
0,0,0,0,0,36,005,001903,1005,360050019031005
0,0,0,0,0,36,005,001903,1006,360050019031006
0,0,0,0,0,36,005,001903,1007,360050019031007
0,0,0,0,0,36,005,001903,1009,360050019031009
0,0,0,0,0,36,005,001903,1010,360050019031010
0,0,0,0,0,36,005,001903,1012,360050019031012
0,0,0,0,0,36,005,001903,1013,360050019031013
0,0,0,0,0,36,005,001903,1015,360050019031015
0,0,0,0,0,36,005,001903,2000,360050019032000
0,0,0,0,0,36,005,001903,2001,360050019032001
0,0,0,0,0,36,005,001903,2003,360050019032003
0,0,0,0,0,36,005,001903,2004,360050019032004
0,0,0,0,0,36,005,001903,2006,360050019032006
0,0,0,0,0,36,005,001903,2007,360050019032007
0,0,0,0,0,36,005,001903,2009,360050019032009
0,0,0,0,0,36,005,001903,2010,360050019032010
2,2,0,0,0,36,005,001903,2012,360050019032012
0,0,0,0,0,36,005,001903,2013,360050019032013
0,0,0,0,0,36,005,001903,2014,360050019032014
0,0,0,0,0,36,005,001903,1004,360050019031004
0,0,0,0,0,36,005,001903,1008,360050019031008
0,0,0,0,0,36,005,001903,1011,360050019031011
0,0,0,0,0,36,005,001903,1014,360050019031014
0,0,0,0,0,36,005,001903,2002,360050019032002
0,0,0,0,0,36,005,001903,2005,360050019032005
0,0,0,0,0,36,005,001903,2008,360050019032008
0,0,0,0,0,36,005,001903,2011,360050019032011
0,0,0,0,0,36,005,001904,0002,360050019040002
0,0,0,0,0,36,005,001904,0003,360050019040003
0,0,0,0,0,36,005,001904,2000,360050019042000
0,0,0,0,0,36,005,001904,0001,360050019040001
0,0,0,0,0,36,005,001904,1000,360050019041000
373,245,9,100,0,36,005,002001,1000,360050020011000
1949,1204,21,681,12,36,005,002001,1002,360050020011002
0,0,0,0,0,36,005,002001,1003,360050020011003
1961,1148,26,724,8,36,005,002001,2000,360050020012000
0,0,0,0,0,36,005,002001,1001,360050020011001
724,426,12,250,1,36,005,002001,3000,360050020013000
117,63,10,33,4,36,005,002002,1000,360050020021000
422,281,12,107,1,36,005,002002,1001,360050020021001
442,287,6,98,13,36,005,002002,1002,360050020021002
416,249,1,146,9,36,005,002002,1003,360050020021003
68,53,7,0,0,36,005,002002,1004,360050020021004
355,229,3,95,10,36,005,002002,2000,360050020022000
224,167,2,46,4,36,005,002002,2001,360050020022001
337,230,0,91,1,36,005,002002,2002,360050020022002
1095,886,7,174,1,36,005,002002,2003,360050020022003
336,184,9,121,0,36,005,002002,3000,360050020023000
403,227,2,124,27,36,005,002002,3001,360050020023001
369,202,7,134,8,36,005,002002,3002,360050020023002
1284,794,34,436,3,36,005,002300,1000,360050023001000
1406,867,10,472,0,36,005,002300,1001,360050023001001
0,0,0,0,0,36,005,002300,1002,360050023001002
452,250,4,174,2,36,005,002300,2000,360050023002000
1600,1134,19,391,14,36,005,002300,3000,360050023003000
0,0,0,0,0,36,005,002400,1003,360050024001003
0,0,0,0,0,36,005,002400,0001,360050024000001
0,0,0,0,0,36,005,002400,1000,360050024001000
0,0,0,0,0,36,005,002400,1002,360050024001002
0,0,0,0,0,36,005,002400,1005,360050024001005
0,0,0,0,0,36,005,002400,1006,360050024001006
6,3,1,0,0,36,005,002400,1007,360050024001007
0,0,0,0,0,36,005,002400,1009,360050024001009
0,0,0,0,0,36,005,002400,1001,360050024001001
0,0,0,0,0,36,005,002400,1004,360050024001004
0,0,0,0,0,36,005,002400,1008,360050024001008
883,755,34,67,16,36,005,002500,1000,360050025001000
1462,969,4,446,6,36,005,002500,2000,360050025002000
1064,842,15,191,3,36,005,002500,3000,360050025003000
356,314,5,21,8,36,005,002500,5000,360050025005000
124,112,1,2,0,36,005,002500,5001,360050025005001
188,138,1,44,4,36,005,002500,1001,360050025001001
964,741,10,199,4,36,005,002500,4000,360050025004000
401,264,35,78,12,36,005,002500,5002,360050025005002
42,24,3,7,3,36,005,002701,1000,360050027011000
1006,630,3,364,2,36,005,002701,1001,360050027011001
133,84,1,45,1,36,005,002701,1002,360050027011002
1163,742,14,358,16,36,005,002701,2001,360050027012001
736,583,14,126,6,36,005,002701,2000,360050027012000
0,0,0,0,0,36,005,002702,1000,360050027021000
442,348,17,63,4,36,005,002702,1002,360050027021002
0,0,0,0,0,36,005,002702,1003,360050027021003
405,231,6,141,3,36,005,002702,2001,360050027022001
558,429,7,114,2,36,005,002702,2002,360050027022002
872,637,19,192,7,36,005,002702,3000,360050027023000
890,604,5,256,10,36,005,002702,4000,360050027024000
1011,498,27,458,3,36,005,002702,1001,360050027021001
0,0,0,0,0,36,005,002702,2000,360050027022000
817,571,13,174,26,36,005,002702,3001,360050027023001
0,0,0,0,0,36,005,002800,1000,360050028001000
0,0,0,0,0,36,005,002800,1001,360050028001001
0,0,0,0,0,36,005,002800,1002,360050028001002
129,86,17,22,0,36,005,002800,1003,360050028001003
15,9,3,1,0,36,005,002800,1004,360050028001004
398,234,20,129,5,36,005,002800,1005,360050028001005
0,0,0,0,0,36,005,002800,1006,360050028001006
0,0,0,0,0,36,005,002800,1007,360050028001007
0,0,0,0,0,36,005,002800,1008,360050028001008
0,0,0,0,0,36,005,002800,1009,360050028001009
0,0,0,0,0,36,005,002800,1010,360050028001010
0,0,0,0,0,36,005,002800,1011,360050028001011
31,13,0,6,3,36,005,002800,1012,360050028001012
0,0,0,0,0,36,005,002800,1013,360050028001013
0,0,0,0,0,36,005,002800,1014,360050028001014
400,129,6,242,0,36,005,002800,1015,360050028001015
0,0,0,0,0,36,005,002800,1017,360050028001017
1894,422,15,1407,3,36,005,002800,2000,360050028002000
1402,394,13,929,22,36,005,002800,4000,360050028004000
460,116,6,327,0,36,005,002800,1016,360050028001016
1124,244,9,826,5,36,005,002800,3000,360050028003000
798,456,10,281,37,36,005,003100,1000,360050031001000
1070,652,12,367,13,36,005,003100,1001,360050031001001
553,399,7,129,0,36,005,003100,1003,360050031001003
417,201,5,204,2,36,005,003100,1004,360050031001004
53,27,0,18,0,36,005,003100,1005,360050031001005
73,45,1,15,6,36,005,003100,1006,360050031001006
0,0,0,0,0,36,005,003100,1009,360050031001009
0,0,0,0,0,36,005,003100,1002,360050031001002
0,0,0,0,0,36,005,003100,1007,360050031001007
0,0,0,0,0,36,005,003100,1008,360050031001008
140,102,8,23,0,36,005,003300,1003,360050033001003
300,130,6,158,0,36,005,003300,1004,360050033001004
0,0,0,0,0,36,005,003300,1006,360050033001006
272,168,3,97,0,36,005,003300,2000,360050033002000
1053,635,12,371,5,36,005,003300,2001,360050033002001
151,117,5,23,0,36,005,003300,3000,360050033003000
313,222,1,86,0,36,005,003300,3002,360050033003002
409,254,4,144,0,36,005,003300,3003,360050033003003
132,86,1,42,0,36,005,003300,1002,360050033001002
59,30,3,16,0,36,005,003300,1000,360050033001000
0,0,0,0,0,36,005,003300,1001,360050033001001
209,160,5,27,8,36,005,003300,1005,360050033001005
651,549,7,79,3,36,005,003300,3001,360050033003001
0,0,0,0,0,36,005,003500,1000,360050035001000
21,13,1,2,0,36,005,003500,1002,360050035001002
147,66,0,79,1,36,005,003500,1003,360050035001003
39,31,0,5,0,36,005,003500,1004,360050035001004
62,53,4,1,0,36,005,003500,1005,360050035001005
0,0,0,0,0,36,005,003500,1006,360050035001006
0,0,0,0,0,36,005,003500,1007,360050035001007
138,90,2,42,1,36,005,003500,1008,360050035001008
417,345,12,58,1,36,005,003500,3000,360050035003000
505,369,31,84,11,36,005,003500,3001,360050035003001
391,247,40,91,0,36,005,003500,3002,360050035003002
1502,954,17,500,11,36,005,003500,2000,360050035002000
504,424,15,62,0,36,005,003500,1001,360050035001001
340,194,5,123,0,36,005,003700,1000,360050037001000
569,351,5,181,0,36,005,003800,1001,360050038001001
0,0,0,0,0,36,005,003800,1003,360050038001003
498,335,4,94,48,36,005,003800,1000,360050038001000
616,396,9,200,1,36,005,003800,1002,360050038001002
0,0,0,0,0,36,005,003800,1004,360050038001004
581,452,17,93,9,36,005,003900,1000,360050039001000
672,612,18,36,0,36,005,003900,1001,360050039001001
1035,919,26,73,5,36,005,003900,2001,360050039002001
304,237,19,32,9,36,005,003900,3000,360050039003000
133,54,49,23,0,36,005,003900,3001,360050039003001
1034,800,27,185,0,36,005,003900,4000,360050039004000
512,367,22,97,5,36,005,003900,5000,360050039005000
938,842,18,59,0,36,005,003900,5001,360050039005001
580,361,39,151,7,36,005,003900,2000,360050039002000
556,463,14,74,2,36,005,003900,3002,360050039003002
394,124,14,39,196,36,005,004001,1000,360050040011000
88,57,4,13,4,36,005,004001,1001,360050040011001
222,62,10,36,97,36,005,004001,1002,360050040011002
295,170,10,22,86,36,005,004001,1004,360050040011004
234,65,29,20,107,36,005,004001,1005,360050040011005
506,262,58,90,76,36,005,004001,1003,360050040011003
798,563,2,222,1,36,005,004100,1000,360050041001000
505,413,4,84,4,36,005,004100,1001,360050041001001
549,450,21,68,4,36,005,004100,2000,360050041002000
1,1,0,0,0,36,005,004100,3000,360050041003000
122,69,2,36,5,36,005,004100,3001,360050041003001
671,419,0,239,12,36,005,004100,4000,360050041004000
1954,1074,16,817,4,36,005,004100,4001,360050041004001
346,226,22,81,0,36,005,004100,2002,360050041002002
375,273,7,83,2,36,005,004100,1002,360050041001002
825,595,20,189,3,36,005,004100,2001,360050041002001
0,0,0,0,0,36,005,004200,1001,360050042001001
2272,1474,10,765,3,36,005,004200,2000,360050042002000
0,0,0,0,0,36,005,004200,2001,360050042002001
0,0,0,0,0,36,005,004200,3001,360050042003001
0,0,0,0,0,36,005,004200,3002,360050042003002
0,0,0,0,0,36,005,004200,3003,360050042003003
0,0,0,0,0,36,005,004200,3005,360050042003005
0,0,0,0,0,36,005,004200,3006,360050042003006
1237,632,22,533,20,36,005,004200,3008,360050042003008
277,195,4,55,9,36,005,004200,3009,360050042003009
746,286,4,435,0,36,005,004200,4000,360050042004000
0,0,0,0,0,36,005,004200,4001,360050042004001
514,268,17,222,0,36,005,004200,5001,360050042005001
0,0,0,0,0,36,005,004200,5002,360050042005002
0,0,0,0,0,36,005,004200,5003,360050042005003
426,240,8,151,16,36,005,004200,5004,360050042005004
0,0,0,0,0,36,005,004200,6000,360050042006000
0,0,0,0,0,36,005,004200,6001,360050042006001
0,0,0,0,0,36,005,004200,6002,360050042006002
0,0,0,0,0,36,005,004200,6003,360050042006003
0,0,0,0,0,36,005,004200,6004,360050042006004
976,695,7,251,5,36,005,004200,7000,360050042007000
0,0,0,0,0,36,005,004200,3004,360050042003004
0,0,0,0,0,36,005,004200,3007,360050042003007
0,0,0,0,0,36,005,004200,3010,360050042003010
0,0,0,0,0,36,005,004200,5000,360050042005000
725,508,14,169,9,36,005,004200,1000,360050042001000
28,15,4,0,1,36,005,004200,1002,360050042001002
0,0,0,0,0,36,005,004200,3000,360050042003000
507,443,9,49,0,36,005,004300,1000,360050043001000
335,181,37,107,4,36,005,004300,1001,360050043001001
313,234,12,65,1,36,005,004300,1002,360050043001002
0,0,0,0,0,36,005,004300,2001,360050043002001
179,110,7,60,1,36,005,004300,2002,360050043002002
22,6,1,6,3,36,005,004300,2003,360050043002003
660,436,23,185,11,36,005,004300,2004,360050043002004
92,66,6,12,2,36,005,004300,2006,360050043002006
65,53,0,7,3,36,005,004300,2008,360050043002008
746,582,7,148,0,36,005,004300,3000,360050043003000
427,266,9,129,7,36,005,004300,3001,360050043003001
481,331,6,125,3,36,005,004300,4000,360050043004000
119,77,0,32,1,36,005,004300,4002,360050043004002
199,141,1,50,0,36,005,004300,4003,360050043004003
0,0,0,0,0,36,005,004300,2000,360050043002000
724,504,6,207,0,36,005,004300,2005,360050043002005
95,90,1,0,3,36,005,004300,2007,360050043002007
24,21,0,0,0,36,005,004300,2009,360050043002009
550,361,0,175,0,36,005,004300,2010,360050043002010
345,272,5,52,4,36,005,004300,4001,360050043004001
1286,815,15,415,17,36,005,004400,1000,360050044001000
0,0,0,0,0,36,005,004400,1001,360050044001001
643,431,8,175,1,36,005,004400,2000,360050044002000
313,161,28,89,19,36,005,004400,3000,360050044003000
414,169,21,93,115,36,005,004400,3001,360050044003001
1004,667,5,307,16,36,005,004400,3002,360050044003002
908,520,11,348,11,36,005,004400,4000,360050044004000
0,0,0,0,0,36,005,004400,4002,360050044004002
74,46,0,10,1,36,005,004400,4001,360050044004001
24,10,0,7,0,36,005,004600,1000,360050046001000
162,127,2,30,0,36,005,004600,1003,360050046001003
0,0,0,0,0,36,005,004600,1004,360050046001004
319,204,12,87,2,36,005,004600,1005,360050046001005
302,179,0,119,0,36,005,004600,1007,360050046001007
0,0,0,0,0,36,005,004600,1010,360050046001010
0,0,0,0,0,36,005,004600,1001,360050046001001
0,0,0,0,0,36,005,004600,1002,360050046001002
586,316,21,228,2,36,005,004600,1006,360050046001006
194,110,6,72,0,36,005,004600,1008,360050046001008
95,80,6,4,0,36,005,004600,1009,360050046001009
294,161,6,126,0,36,005,004600,1011,360050046001011
1129,866,19,137,51,36,005,004800,2000,360050048002000
715,471,17,199,4,36,005,004800,2002,360050048002002
0,0,0,0,0,36,005,004800,2005,360050048002005
0,0,0,0,0,36,005,004800,1000,360050048001000
0,0,0,0,0,36,005,004800,1001,360050048001001
0,0,0,0,0,36,005,004800,1002,360050048001002
1727,1416,17,258,8,36,005,004800,1003,360050048001003
222,182,4,17,0,36,005,004800,1004,360050048001004
309,265,6,32,0,36,005,004800,2001,360050048002001
82,63,1,3,4,36,005,004800,2003,360050048002003
0,0,0,0,0,36,005,004800,2004,360050048002004
387,260,16,66,25,36,005,005001,1001,360050050011001
839,625,11,171,21,36,005,005001,1000,360050050011000
1498,1165,9,295,13,36,005,005001,2000,360050050012000
1168,802,29,277,17,36,005,005001,3000,360050050013000
1068,611,16,382,19,36,005,005001,4000,360050050014000
1335,1076,4,210,9,36,005,005002,1001,360050050021001
1266,999,21,210,19,36,005,005002,2000,360050050022000
1249,946,15,162,56,36,005,005002,3000,360050050023000
1397,951,26,317,29,36,005,005002,4000,360050050024000
1271,1001,38,152,26,36,005,005002,1000,360050050021000
0,0,0,0,0,36,005,005100,1018,360050051001018
0,0,0,0,0,36,005,005100,1000,360050051001000
158,98,11,42,3,36,005,005100,1001,360050051001001
77,31,2,37,0,36,005,005100,1002,360050051001002
0,0,0,0,0,36,005,005100,1003,360050051001003
0,0,0,0,0,36,005,005100,1004,360050051001004
0,0,0,0,0,36,005,005100,1005,360050051001005
0,0,0,0,0,36,005,005100,1006,360050051001006
0,0,0,0,0,36,005,005100,1007,360050051001007
0,0,0,0,0,36,005,005100,1008,360050051001008
0,0,0,0,0,36,005,005100,1009,360050051001009
0,0,0,0,0,36,005,005100,1010,360050051001010
4,4,0,0,0,36,005,005100,1011,360050051001011
0,0,0,0,0,36,005,005100,1012,360050051001012
108,43,30,26,1,36,005,005100,1014,360050051001014
0,0,0,0,0,36,005,005100,1015,360050051001015
27,12,7,7,1,36,005,005100,1016,360050051001016
0,0,0,0,0,36,005,005100,1013,360050051001013
0,0,0,0,0,36,005,005100,1017,360050051001017
0,0,0,0,0,36,005,005100,1019,360050051001019
0,0,0,0,0,36,005,005100,2000,360050051002000
42,25,1,6,1,36,005,005100,2002,360050051002002
0,0,0,0,0,36,005,005100,2003,360050051002003
6,4,2,0,0,36,005,005100,2004,360050051002004
0,0,0,0,0,36,005,005100,2005,360050051002005
35,16,0,7,5,36,005,005100,2006,360050051002006
2581,1641,31,872,4,36,005,005100,2007,360050051002007
106,47,25,22,12,36,005,005100,2008,360050051002008
34,26,0,0,0,36,005,005100,2009,360050051002009
198,118,13,56,4,36,005,005100,2010,360050051002010
0,0,0,0,0,36,005,005100,2011,360050051002011
168,114,7,34,3,36,005,005100,2012,360050051002012
2234,1448,19,729,8,36,005,005100,3000,360050051003000
187,106,10,57,6,36,005,005100,3001,360050051003001
494,230,5,236,7,36,005,005100,2001,360050051002001
0,0,0,0,0,36,005,005200,1003,360050052001003
507,272,0,196,22,36,005,005200,1004,360050052001004
1305,973,12,300,8,36,005,005200,2000,360050052002000
292,221,2,47,4,36,005,005200,1000,360050052001000
26,17,6,0,0,36,005,005200,1001,360050052001001
0,0,0,0,0,36,005,005200,1002,360050052001002
2162,943,28,1076,7,36,005,005300,1000,360050053001000
0,0,0,0,0,36,005,005300,1001,360050053001001
0,0,0,0,0,36,005,005300,1002,360050053001002
0,0,0,0,0,36,005,005300,1003,360050053001003
0,0,0,0,0,36,005,005300,2001,360050053002001
0,0,0,0,0,36,005,005300,2002,360050053002002
2209,1095,10,1016,5,36,005,005300,2000,360050053002000
899,626,16,148,45,36,005,005400,2000,360050054002000
1016,640,3,268,42,36,005,005400,2001,360050054002001
945,626,12,220,55,36,005,005400,2002,360050054002002
538,398,12,80,23,36,005,005400,3000,360050054003000
103,77,6,3,6,36,005,005400,3001,360050054003001
423,322,0,60,14,36,005,005400,3002,360050054003002
1469,1047,9,362,30,36,005,005400,4000,360050054004000
356,260,4,32,42,36,005,005400,1000,360050054001000
1055,754,19,109,113,36,005,005400,1001,360050054001001
924,665,18,208,1,36,005,005600,1000,360050056001000
0,0,0,0,0,36,005,005600,3000,360050056003000
157,87,3,51,0,36,005,005600,3001,360050056003001
417,206,5,124,23,36,005,005600,3002,360050056003002
408,277,0,101,12,36,005,005600,3003,360050056003003
112,73,0,20,0,36,005,005600,3004,360050056003004
22,14,0,4,0,36,005,005600,1001,360050056001001
823,636,4,110,26,36,005,005600,2000,360050056002000
360,135,76,111,16,36,005,005902,1000,360050059021000
537,397,9,116,0,36,005,005902,1002,360050059021002
1092,665,115,261,16,36,005,005902,2000,360050059022000
588,444,24,104,5,36,005,005902,2001,360050059022001
0,0,0,0,0,36,005,005902,1001,360050059021001
0,0,0,0,0,36,005,006000,1000,360050060001000
216,125,3,79,0,36,005,006000,1001,360050060001001
0,0,0,0,0,36,005,006000,1003,360050060001003
574,524,6,40,1,36,005,006000,1004,360050060001004
0,0,0,0,0,36,005,006000,1005,360050060001005
133,77,7,35,5,36,005,006000,1006,360050060001006
0,0,0,0,0,36,005,006000,1007,360050060001007
0,0,0,0,0,36,005,006000,1008,360050060001008
0,0,0,0,0,36,005,006000,1009,360050060001009
0,0,0,0,0,36,005,006000,2000,360050060002000
0,0,0,0,0,36,005,006000,2001,360050060002001
0,0,0,0,0,36,005,006000,2003,360050060002003
3,3,0,0,0,36,005,006000,2004,360050060002004
0,0,0,0,0,36,005,006000,2005,360050060002005
0,0,0,0,0,36,005,006000,2006,360050060002006
0,0,0,0,0,36,005,006000,2007,360050060002007
0,0,0,0,0,36,005,006000,2008,360050060002008
0,0,0,0,0,36,005,006000,2009,360050060002009
0,0,0,0,0,36,005,006000,2011,360050060002011
0,0,0,0,0,36,005,006000,2012,360050060002012
0,0,0,0,0,36,005,006000,2013,360050060002013
0,0,0,0,0,36,005,006000,2002,360050060002002
336,284,0,42,5,36,005,006000,1002,360050060001002
0,0,0,0,0,36,005,006000,2010,360050060002010
31,18,2,5,3,36,005,006100,1000,360050061001000
